Year,System Code,System,School Code,School,Grade,Gender,Ethnicity,Sub Population,Total Student Count,Asian,Asian %,Black or African American,Black or African American %,American Indian / Alaska Native, American Indian / Alaska Native %,Native Hawaiian / Pacific Islander,Native Hawaiian / Pacific Islander %,White,White %,Two or more races,Two or more races %
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,All Gender,Other Ethnicity,Migrant,35,*,*,*,*,20,57.14,*,*,11,31.43,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,All Gender,Other Ethnicity,Students with Disabilities,9710,64,~,3892,40.08,97,~,*,*,5337,54.96,318,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,All Gender,Other Ethnicity,General Education Students,41600,804,~,14931,35.89,430,~,56,~,23817,57.25,1562,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,All Gender,Other Ethnicity,Economically Disadvantaged,31474,340,~,15777,50.13,298,~,37,~,13730,43.62,1292,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,All Gender,Other Ethnicity,Foster,247,*,*,85,34.41,*,*,*,*,145,58.70,15,6.07
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,All Gender,Other Ethnicity,Military Family,1163,17,~,358,30.78,*,*,*,*,730,62.77,46,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,All Gender,Other Ethnicity,Non-Economically Disadvantaged,19836,528,~,3046,15.36,229,~,21,~,15424,77.76,588,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,All SubPopulation,28216,438,~,9324,33.05,1242,~,79,~,15742,55.79,1391,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,Students with Limited English Proficiency,1788,83,~,46,~,599,33.50,35,~,771,43.12,254,14.21
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,Homeless,534,*,*,284,53.18,44,8.24,*,*,169,31.65,31,5.81
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,Migrant,52,*,*,*,*,22,42.31,*,*,19,36.54,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,Students with Disabilities,3738,32,~,1353,36.20,111,~,*,*,2107,56.37,133,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,General Education Students,24478,406,~,7971,32.56,1131,~,77,~,13635,55.70,1258,5.14
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,Economically Disadvantaged,18055,182,~,7795,43.17,996,5.52,54,~,8017,44.40,1011,5.60
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,Foster,129,*,*,36,27.91,*,*,*,*,82,63.57,11,8.53
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,Military Family,656,*,*,194,29.57,15,~,*,*,410,62.50,29,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,All Ethnicity,Non-Economically Disadvantaged,10161,256,~,1529,15.05,246,~,25,~,7725,76.03,380,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,All SubPopulation,3465,21,~,120,~,986,28.46,50,~,1821,52.55,467,13.48
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,Students with Limited English Proficiency,1593,*,*,*,*,589,36.97,31,~,723,45.39,236,14.81
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,Homeless,93,*,*,*,*,38,40.86,*,*,31,33.33,15,16.13
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,Migrant,33,*,*,*,*,12,36.36,*,*,12,36.36,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,Students with Disabilities,317,*,*,14,~,68,21.45,*,*,198,62.46,32,10.09
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,General Education Students,3148,17,~,106,~,918,29.16,49,~,1623,51.56,435,13.82
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,Economically Disadvantaged,2810,17,~,90,~,852,30.32,35,~,1430,50.89,386,13.74
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,Foster,15,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,Military Family,76,*,*,*,*,12,15.79,*,*,46,60.53,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Hispanic/Latino,Non-Economically Disadvantaged,655,*,*,30,~,134,20.46,15,~,391,59.69,81,12.37
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,All SubPopulation,24751,417,~,9204,37.19,256,~,29,~,13921,56.24,924,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,Students with Limited English Proficiency,195,77,39.49,38,19.49,*,*,*,*,48,24.62,18,9.23
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,Homeless,441,*,*,278,63.04,*,*,*,*,138,31.29,16,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,Migrant,19,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,Students with Disabilities,3421,28,~,1339,39.14,43,~,*,*,1909,55.80,101,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,General Education Students,21330,389,~,7865,36.87,213,~,28,~,12012,56.32,823,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,Economically Disadvantaged,15245,165,~,7705,50.54,144,~,19,~,6587,43.21,625,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,Foster,114,*,*,36,31.58,*,*,*,*,73,64.04,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,Military Family,580,*,*,187,32.24,*,*,*,*,364,62.76,20,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Female,Other Ethnicity,Non-Economically Disadvantaged,9506,252,~,1499,15.77,112,~,*,*,7334,77.15,299,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,All SubPopulation,30254,475,~,9740,32.19,1304,~,81,~,17243,56.99,1411,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,Students with Limited English Proficiency,2127,104,~,52,~,697,32.77,39,~,952,44.76,283,13.31
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,Homeless,527,*,*,248,47.06,42,7.97,*,*,178,33.78,53,10.06
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,Migrant,57,*,*,*,*,30,52.63,*,*,20,35.09,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,Students with Disabilities,6834,39,~,2569,37.59,185,~,*,*,3773,55.21,263,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,General Education Students,23420,436,~,7171,30.62,1119,~,76,~,13470,57.51,1148,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,Economically Disadvantaged,19236,193,~,8161,42.43,1034,5.38,58,~,8763,45.56,1027,5.34
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,Foster,140,*,*,49,35.00,*,*,*,*,76,54.29,13,9.29
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,Military Family,662,13,~,180,27.19,14,~,*,*,412,62.24,37,5.59
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,All Ethnicity,Non-Economically Disadvantaged,11018,282,~,1579,14.33,270,~,23,~,8480,76.96,384,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,All SubPopulation,3695,24,~,121,~,1033,27.96,52,~,2010,54.40,455,12.31
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,Students with Limited English Proficiency,1893,12,~,14,~,684,36.13,33,~,889,46.96,261,13.79
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,Homeless,96,*,*,*,*,37,38.54,*,*,31,32.29,26,27.08
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,Migrant,41,*,*,*,*,20,48.78,*,*,16,39.02,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,Students with Disabilities,545,*,*,16,~,131,24.04,*,*,345,63.30,46,8.44
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,General Education Students,3150,21,~,105,~,902,28.63,48,~,1665,52.86,409,12.98
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,Economically Disadvantaged,3007,18,~,89,~,880,29.27,40,~,1620,53.87,360,11.97
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,Military Family,79,*,*,*,*,12,15.19,*,*,46,58.23,11,13.92
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Hispanic/Latino,Non-Economically Disadvantaged,688,*,*,32,~,153,22.24,12,~,390,56.69,95,13.81
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,All SubPopulation,26559,451,~,9619,36.22,271,~,29,~,15233,57.36,956,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,Students with Limited English Proficiency,234,92,39.32,38,16.24,13,5.56,*,*,63,26.92,22,9.40
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,Homeless,431,*,*,247,57.31,*,*,*,*,147,34.11,27,6.26
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,Migrant,16,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,Students with Disabilities,6289,36,~,2553,40.59,54,~,*,*,3428,54.51,217,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,General Education Students,20270,415,~,7066,34.86,217,~,28,~,11805,58.24,739,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,Economically Disadvantaged,16229,175,~,8072,49.74,154,~,18,~,7143,44.01,667,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,Foster,133,*,*,49,36.84,*,*,*,*,72,54.14,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,Military Family,583,12,~,171,29.33,*,*,*,*,366,62.78,26,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 09,Male,Other Ethnicity,Non-Economically Disadvantaged,10330,276,~,1547,14.98,117,~,11,~,8090,78.32,289,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,All SubPopulation,56438,921,~,18412,32.62,2272,~,134,~,32169,57.00,2530,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,Students with Limited English Proficiency,3036,159,5.24,71,~,917,30.20,60,~,1441,47.46,388,12.78
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,Homeless,789,*,*,407,51.58,64,8.11,*,*,253,32.07,55,6.97
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,Migrant,82,*,*,*,*,42,51.22,*,*,20,24.39,17,20.73
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,Students with Disabilities,9772,51,~,3608,36.92,244,~,16,~,5490,56.18,363,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,General Education Students,46666,870,~,14804,31.72,2028,~,118,~,26679,57.17,2167,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,Economically Disadvantaged,34696,369,~,15166,43.71,1783,5.14,101,~,15506,44.69,1771,5.10
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,Foster,237,*,*,77,32.49,*,*,*,*,138,58.23,18,7.59
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,Military Family,1298,20,~,370,28.51,39,~,*,*,785,60.48,81,6.24
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,All Ethnicity,Non-Economically Disadvantaged,21742,552,~,3246,14.93,489,~,33,~,16663,76.64,759,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,All SubPopulation,6567,41,~,186,~,1734,26.40,73,~,3681,56.05,852,12.97
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,Students with Limited English Proficiency,2718,11,~,20,~,906,33.33,52,~,1361,50.07,368,13.54
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,Homeless,126,*,*,*,*,54,42.86,*,*,37,29.37,26,20.63
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,Migrant,63,*,*,*,*,33,52.38,*,*,14,22.22,14,22.22
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,Students with Disabilities,783,*,*,30,~,153,19.54,*,*,493,62.96,95,12.13
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,General Education Students,5784,36,~,156,~,1581,27.33,66,~,3188,55.12,757,13.09
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,Economically Disadvantaged,5388,31,~,145,~,1507,27.97,63,~,2942,54.60,700,12.99
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,Foster,16,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,Military Family,153,*,*,13,8.50,22,14.38,*,*,93,60.78,21,13.73
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Hispanic/Latino,Non-Economically Disadvantaged,1179,*,*,41,~,227,19.25,*,*,739,62.68,152,12.89
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,All SubPopulation,49871,880,~,18226,36.55,538,~,61,~,28488,57.12,1678,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,Students with Limited English Proficiency,318,148,46.54,51,16.04,11,~,*,*,80,25.16,20,6.29
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,Homeless,663,*,*,403,60.78,*,*,*,*,216,32.58,29,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,Migrant,19,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,Students with Disabilities,8989,46,~,3578,39.80,91,~,*,*,4997,55.59,268,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,General Education Students,40882,834,~,14648,35.83,447,~,52,~,23491,57.46,1410,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,Economically Disadvantaged,29308,338,~,15021,51.25,276,~,38,~,12564,42.87,1071,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,Foster,221,*,*,77,34.84,*,*,*,*,128,57.92,14,6.33
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,Military Family,1145,17,~,357,31.18,17,~,*,*,692,60.44,60,5.24
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,All Gender,Other Ethnicity,Non-Economically Disadvantaged,20563,542,~,3205,15.59,262,~,23,~,15924,77.44,607,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,All SubPopulation,27737,462,~,9125,32.90,1132,~,60,~,15714,56.65,1244,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,Students with Limited English Proficiency,1379,71,5.15,32,~,408,29.59,24,~,659,47.79,185,13.42
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,Homeless,388,*,*,196,50.52,35,9.02,*,*,119,30.67,32,8.25
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,Migrant,37,*,*,*,*,21,56.76,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,Students with Disabilities,3461,26,~,1208,34.90,86,~,*,*,1996,57.67,138,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,General Education Students,24276,436,~,7917,32.61,1046,~,53,~,13718,56.51,1106,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,Economically Disadvantaged,17053,176,~,7506,44.02,886,5.20,45,~,7575,44.42,865,5.07
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,Foster,124,*,*,38,30.65,*,*,*,*,75,60.48,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,Military Family,645,*,*,185,28.68,20,~,*,*,391,60.62,40,6.20
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,All Ethnicity,Non-Economically Disadvantaged,10684,286,~,1619,15.15,246,~,15,~,8139,76.18,379,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,All SubPopulation,3204,21,~,77,~,850,26.53,28,~,1810,56.49,418,13.05
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,Students with Limited English Proficiency,1235,*,*,*,*,404,32.71,19,~,625,50.61,173,14.01
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,Homeless,61,*,*,*,*,29,47.54,*,*,12,19.67,15,24.59
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,Migrant,29,*,*,*,*,18,62.07,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,Students with Disabilities,291,*,*,*,*,54,18.56,*,*,185,63.57,41,14.09
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,General Education Students,2913,18,~,71,~,796,27.33,26,~,1625,55.78,377,12.94
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,Economically Disadvantaged,2667,15,~,60,~,745,27.93,24,~,1482,55.57,341,12.79
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,Foster,11,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,Military Family,75,*,*,*,*,*,*,*,*,49,65.33,11,14.67
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Hispanic/Latino,Non-Economically Disadvantaged,537,*,*,17,~,105,19.55,*,*,328,61.08,77,14.34
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,All SubPopulation,24533,441,~,9048,36.88,282,~,32,~,13904,56.67,826,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,Students with Limited English Proficiency,144,67,46.53,22,15.28,*,*,*,*,34,23.61,12,8.33
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,Homeless,327,*,*,194,59.33,*,*,*,*,107,32.72,17,5.20
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,Migrant,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,Students with Disabilities,3170,23,~,1202,37.92,32,~,*,*,1811,57.13,97,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,General Education Students,21363,418,~,7846,36.73,250,~,27,~,12093,56.61,729,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,Economically Disadvantaged,14386,161,~,7446,51.76,141,~,21,~,6093,42.35,524,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,Foster,113,*,*,38,33.63,*,*,*,*,69,61.06,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,Military Family,570,*,*,180,31.58,*,*,*,*,342,60.00,29,5.09
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Female,Other Ethnicity,Non-Economically Disadvantaged,10147,280,~,1602,15.79,141,~,11,~,7811,76.98,302,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,All SubPopulation,28701,459,~,9287,32.36,1140,~,74,~,16455,57.33,1286,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,Students with Limited English Proficiency,1657,88,5.31,39,~,509,30.72,36,~,782,47.19,203,12.25
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,Homeless,401,*,*,211,52.62,29,7.23,*,*,134,33.42,23,5.74
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,Migrant,45,*,*,*,*,21,46.67,*,*,14,31.11,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,Students with Disabilities,6311,25,~,2400,38.03,158,~,*,*,3494,55.36,225,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,General Education Students,22390,434,~,6887,30.76,982,~,65,~,12961,57.89,1061,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,Economically Disadvantaged,17643,193,~,7660,43.42,897,5.08,56,~,7931,44.95,906,5.14
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,Foster,113,*,*,39,34.51,*,*,*,*,63,55.75,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,Military Family,653,11,~,185,28.33,19,~,*,*,394,60.34,41,6.28
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,All Ethnicity,Non-Economically Disadvantaged,11058,266,~,1627,14.71,243,~,18,~,8524,77.08,380,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,All SubPopulation,3363,20,~,109,~,884,26.29,45,~,1871,55.63,434,12.91
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,Students with Limited English Proficiency,1483,*,*,*,*,502,33.85,33,~,736,49.63,195,13.15
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,Homeless,65,*,*,*,*,25,38.46,*,*,25,38.46,11,16.92
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,Migrant,34,*,*,*,*,15,44.12,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,Students with Disabilities,492,*,*,24,~,99,20.12,*,*,308,62.60,54,10.98
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,General Education Students,2871,18,~,85,~,785,27.34,40,~,1563,54.44,380,13.24
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,Economically Disadvantaged,2721,16,~,85,~,762,28.00,39,~,1460,53.66,359,13.19
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,Foster,*,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,Military Family,78,*,*,*,*,12,15.38,*,*,44,56.41,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Hispanic/Latino,Non-Economically Disadvantaged,642,*,*,24,~,122,19.00,*,*,411,64.02,75,11.68
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,All SubPopulation,25338,439,~,9178,36.22,256,~,29,~,14584,57.56,852,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,Students with Limited English Proficiency,174,81,46.55,29,16.67,*,*,*,*,46,26.44,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,Homeless,336,*,*,209,62.20,*,*,*,*,109,32.44,12,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,Migrant,11,*,*,*,*,*,*,*,*,*,*,*,*
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,Students with Disabilities,5819,23,~,2376,40.83,59,~,*,*,3186,54.75,171,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,General Education Students,19519,416,~,6802,34.85,197,~,25,~,11398,58.39,681,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,Economically Disadvantaged,14922,177,~,7575,50.76,135,~,17,~,6471,43.37,547,~
2024,000,Alabama State Department of Education,0000,Alabama State Department of Education,Grade 10,Male,Other Ethnicity,Foster,108,*,*,39,36.11,*,*,*,*,59,54.63,*,*
